transaction_id,client_id,transaction_date,transaction_type,transaction_amount,currency,origin_country,destination_country,channel,purpose_code,counterparty_name,counterparty_type,is_flagged,flag_reason,created_at
C00002_T0001,C00002,2025-06-03,Deposit,5300.49,USD,Norway,Slovenia,Online,Loan,Alice Brown,Individual,False,-,2024-10-06 17:49:03.064322
C00002_T0002,C00002,2025-06-04,Transfer,22114.21,USD,Netherlands,Belgium,Branch,Crypto Settlement,Alice Brown,Unknown,False,-,2023-09-23 21:39:12.064328
C00002_T0003,C00002,2025-06-05,Deposit,2233.98,USD,Netherlands,France,Online,Loan,Jane Doe,Government,False,Large volume,2025-06-30 07:16:18.064339
C00002_T0004,C00002,2025-06-06,Withdrawal,2599.98,USD,Croatia,United Kingdom,API,Business Expense,Jane Doe,Unknown,False,-,2025-03-16 06:30:35.064350
C00002_T0005,C00002,2025-06-07,Investment,20581.27,USD,Belgium,France,API,Business Expense,Michael Johnson,Unknown,False,-,2024-07-07 20:52:04.064362
C00002_T0006,C00002,2025-06-08,Transfer,648.24,USD,Hungary,Ireland,Mobile App,Crypto Settlement,Michael Johnson,Business,False,-,2024-11-07 06:48:39.064374
C00002_T0007,C00002,2025-06-09,Deposit,7635.65,USD,Portugal,Portugal,API,Investment,John Smith,Individual,False,-,2023-11-27 23:49:25.064380
C00002_T0008,C00002,2025-06-10,Transfer,9295.07,USD,Germany,Latvia,API,Salary,John Smith,Unknown,False,-,2023-11-07 07:24:50.064392
C00002_T0009,C00002,2025-06-11,Investment,5718.05,USD,Slovakia,Malta,Online,Commission,Jane Doe,Business,False,-,2024-12-05 18:30:09.064403
C00002_T0010,C00002,2025-06-12,Withdrawal,9620.26,USD,Spain,Latvia,Mobile App,Commission,John Smith,Business,False,-,2024-10-27 10:51:32.064412
C00002_T0011,C00002,2025-06-13,Payment,1539.77,USD,Croatia,Germany,API,Crypto Settlement,Chris Lee,Government,False,-,2025-07-03 18:49:25.064419
C00002_T0012,C00002,2025-06-14,Payment,15546.18,USD,Estonia,Iceland,Mobile App,Commission,Alice Brown,Individual,False,-,2024-02-06 20:59:33.064426
C00002_T0013,C00002,2025-06-15,Transfer,1224.75,USD,Denmark,Sweden,Mobile App,Loan,John Smith,Government,False,Large volume,2025-07-28 13:45:19.064437
C00002_T0014,C00002,2025-06-16,Deposit,4158.32,USD,Denmark,Norway,Branch,Business Expense,John Smith,Government,False,-,2023-12-05 09:59:28.064450
C00002_T0015,C00002,2025-06-17,Investment,635.22,USD,Lithuania,Cyprus,Branch,Business Expense,Michael Johnson,Unknown,False,-,2024-04-17 04:16:15.064463
C00002_T0016,C00002,2025-06-18,Withdrawal,6397.02,USD,Ireland,Germany,Online,Crypto Settlement,Chris Lee,Government,False,-,2024-12-12 05:14:55.064470
C00002_T0017,C00002,2025-06-19,Withdrawal,8994.82,USD,Cyprus,Sweden,API,Business Expense,John Smith,Unknown,False,-,2025-01-27 08:34:45.064476
C00002_T0018,C00002,2025-06-20,Withdrawal,23008.69,USD,Iceland,Italy,Online,Salary,Alice Brown,Government,False,Large volume,2024-08-09 23:45:37.064483
C00002_T0019,C00002,2025-06-21,Payment,10916.0,USD,Czech Republic,Greece,Online,Business Expense,John Smith,Business,False,-,2024-06-29 06:52:26.064490
C00002_T0020,C00002,2025-06-22,Investment,6324.02,USD,Finland,Romania,Mobile App,Business Expense,Jane Doe,Individual,True,-,2023-08-21 02:35:54.064497
C00002_T0021,C00002,2025-06-23,Payment,21899.5,USD,Ireland,Denmark,Mobile App,Loan,Chris Lee,Individual,True,-,2025-06-16 22:27:36.064504
C00002_T0022,C00002,2025-06-24,Transfer,5284.77,USD,Estonia,Czech Republic,Mobile App,Investment,John Smith,Individual,False,-,2024-09-10 06:59:27.064510
C00002_T0023,C00002,2025-06-25,Withdrawal,6687.7,USD,Spain,United Kingdom,Online,Commission,Chris Lee,Business,False,-,2023-09-10 17:33:01.064517
C00002_T0024,C00002,2025-06-26,Investment,7360.43,USD,Switzerland,Switzerland,API,Loan,John Smith,Business,False,-,2025-04-10 15:51:25.064524
C00002_T0025,C00002,2025-06-27,Withdrawal,4283.5,USD,Bulgaria,Switzerland,Online,Loan,Alice Brown,Government,False,-,2024-11-23 04:38:15.064531
C00002_T0026,C00002,2025-06-28,Payment,14801.84,USD,Ireland,Slovakia,Online,Loan,Alice Brown,Government,True,-,2025-04-01 02:39:52.064538
C00002_T0027,C00002,2025-06-29,Payment,1662.6,USD,Slovakia,Hungary,Online,Commission,Chris Lee,Government,False,-,2024-07-19 03:58:02.064545
C00002_T0028,C00002,2025-06-30,Payment,6570.81,USD,Spain,Austria,Branch,Crypto Settlement,Michael Johnson,Government,False,-,2024-04-23 16:55:00.064551
C00002_T0029,C00002,2025-07-01,Withdrawal,10400.04,USD,Spain,Estonia,Branch,Loan,Michael Johnson,Individual,False,-,2025-02-04 11:35:23.064558
C00002_T0030,C00002,2025-07-02,Investment,19023.77,USD,Lithuania,Estonia,API,Investment,Jane Doe,Government,False,-,2024-10-19 04:34:19.064566
C00002_T0031,C00002,2025-07-03,Investment,17483.65,USD,Croatia,Portugal,Branch,Crypto Settlement,Michael Johnson,Business,False,Large volume,2023-11-13 08:18:53.064578
C00002_T0032,C00002,2025-07-04,Transfer,5770.74,USD,Belgium,Cyprus,Online,Business Expense,Chris Lee,Business,False,-,2024-12-31 14:43:33.064590
C00002_T0033,C00002,2025-07-05,Withdrawal,8366.25,USD,Netherlands,Denmark,Branch,Investment,Michael Johnson,Business,False,Large volume,2024-05-14 11:23:00.064597
C00002_T0034,C00002,2025-07-06,Transfer,4069.72,USD,Lithuania,Portugal,Branch,Crypto Settlement,Jane Doe,Unknown,False,-,2024-10-15 17:53:04.064604
C00002_T0035,C00002,2025-07-07,Transfer,5126.62,USD,Slovenia,Austria,Online,Business Expense,John Smith,Unknown,False,-,2025-03-06 08:43:38.064611
C00002_T0036,C00002,2025-07-08,Transfer,19219.7,USD,Austria,Luxembourg,API,Business Expense,Michael Johnson,Unknown,False,-,2025-03-28 14:44:47.064618
C00002_T0037,C00002,2025-07-09,Transfer,21672.22,USD,Bulgaria,Latvia,Branch,Loan,Chris Lee,Government,False,-,2025-03-13 14:16:09.064624
C00002_T0038,C00002,2025-07-10,Payment,18330.32,USD,Switzerland,Czech Republic,Online,Loan,Chris Lee,Individual,False,-,2024-08-04 19:35:07.064631
C00002_T0039,C00002,2025-07-11,Transfer,1209.14,USD,Romania,Croatia,Online,Commission,Jane Doe,Individual,False,-,2025-06-22 04:48:46.064638
C00002_T0040,C00002,2025-07-12,Investment,15406.99,USD,Spain,Greece,Online,Salary,Jane Doe,Government,False,-,2024-12-09 00:52:31.064757
C00002_T0041,C00002,2025-07-13,Transfer,24060.48,USD,Estonia,Poland,Mobile App,Investment,Alice Brown,Government,False,-,2025-06-12 21:58:57.064765
C00002_T0042,C00002,2025-07-14,Payment,3639.21,USD,Czech Republic,Netherlands,Online,Commission,Alice Brown,Unknown,True,-,2024-05-01 18:08:20.064776
C00002_T0043,C00002,2025-07-15,Deposit,5936.13,USD,Iceland,Slovakia,Branch,Commission,Alice Brown,Business,False,-,2025-01-30 04:40:10.064787
C00002_T0044,C00002,2025-07-16,Deposit,12259.67,USD,Italy,Belgium,Branch,Investment,John Smith,Business,True,-,2025-07-15 19:38:34.064799
C00002_T0045,C00002,2025-07-17,Deposit,6703.86,USD,Italy,Hungary,Online,Crypto Settlement,Chris Lee,Unknown,False,-,2023-10-31 06:39:17.064812
C00002_T0046,C00002,2025-07-18,Withdrawal,40865.62,USD,Denmark,Sweden,Mobile App,Investment,Alice Brown,Unknown,False,-,2024-08-19 01:48:24.064819
C00002_T0047,C00002,2025-07-19,Investment,4938.53,USD,Spain,Netherlands,Mobile App,Business Expense,Chris Lee,Individual,False,Large volume,2023-12-14 12:57:22.064826
C00002_T0048,C00002,2025-07-20,Payment,10161.26,USD,Hungary,Finland,Mobile App,Salary,Jane Doe,Unknown,False,Large volume,2024-01-08 18:40:49.064833
C00002_T0049,C00002,2025-07-21,Deposit,12771.47,USD,Sweden,Romania,Branch,Crypto Settlement,John Smith,Business,False,-,2025-01-27 01:08:56.064852
C00002_T0050,C00002,2025-07-22,Payment,5532.33,USD,Belgium,Lithuania,Mobile App,Loan,Jane Doe,Business,False,-,2024-07-26 19:26:11.064863
C00002_T0051,C00002,2025-07-23,Payment,15789.53,USD,Czech Republic,Malta,API,Salary,Chris Lee,Government,False,-,2024-01-11 02:44:16.064882
C00002_T0052,C00002,2025-07-24,Withdrawal,6413.89,USD,Hungary,Belgium,API,Salary,Alice Brown,Individual,False,-,2024-10-05 21:46:09.064889
C00002_T0053,C00002,2025-07-25,Deposit,4306.52,USD,Austria,Malta,Mobile App,Loan,Jane Doe,Government,False,-,2024-07-12 11:20:27.064895
C00002_T0054,C00002,2025-07-26,Transfer,926.29,USD,Hungary,Belgium,API,Salary,Michael Johnson,Individual,False,Large volume,2024-10-12 05:47:53.064902
C00002_T0055,C00002,2025-07-27,Payment,4058.68,USD,Finland,Norway,Online,Crypto Settlement,John Smith,Government,False,-,2025-06-29 15:45:26.064909
C00003_T0001,C00003,2025-06-19,Investment,624.74,USD,Switzerland,Croatia,Online,Salary,Alice Brown,Individual,False,-,2024-05-27 17:57:26.064916
C00003_T0002,C00003,2025-06-20,Investment,2227.34,USD,Slovakia,Netherlands,Online,Business Expense,John Smith,Unknown,True,Large volume,2025-07-01 21:41:08.064923
C00003_T0003,C00003,2025-06-21,Transfer,678.38,USD,Slovakia,Slovenia,Mobile App,Loan,John Smith,Government,False,Large volume,2023-11-17 06:23:01.064929
C00003_T0004,C00003,2025-06-22,Deposit,633.46,USD,Ireland,Austria,Online,Loan,John Smith,Government,True,Large volume,2024-02-05 05:44:21.064936
C00003_T0005,C00003,2025-06-23,Payment,2166.64,USD,France,Belgium,Online,Loan,Chris Lee,Business,False,-,2024-12-10 11:19:10.064943
C00003_T0006,C00003,2025-06-24,Withdrawal,1361.95,USD,Iceland,Poland,Mobile App,Business Expense,Alice Brown,Individual,False,-,2024-09-15 16:53:48.064949
C00003_T0007,C00003,2025-06-25,Deposit,2336.57,USD,Poland,Croatia,Branch,Loan,Alice Brown,Government,False,Large volume,2024-04-22 14:54:22.064956
C00003_T0008,C00003,2025-06-26,Investment,15795.58,USD,United Kingdom,Iceland,Online,Loan,Chris Lee,Unknown,False,-,2025-03-18 22:44:12.064963
C00003_T0009,C00003,2025-06-27,Deposit,5379.41,USD,Portugal,Ireland,Online,Investment,Jane Doe,Government,False,Large volume,2025-01-15 11:46:27.064970
C00003_T0010,C00003,2025-06-28,Payment,21.14,USD,Slovakia,Hungary,API,Crypto Settlement,Michael Johnson,Individual,False,-,2025-06-26 15:24:25.064976
C00003_T0011,C00003,2025-06-29,Investment,142.45,USD,Lithuania,Croatia,Branch,Investment,Jane Doe,Unknown,False,-,2025-03-29 19:47:16.064984
C00003_T0012,C00003,2025-06-30,Transfer,2586.05,USD,Norway,Lithuania,Online,Salary,Chris Lee,Individual,False,-,2024-11-19 05:22:48.064990
C00003_T0013,C00003,2025-07-01,Withdrawal,2702.4,USD,Poland,Finland,Mobile App,Salary,Alice Brown,Government,False,-,2025-05-13 07:34:33.064997
C00003_T0014,C00003,2025-07-02,Withdrawal,5780.78,USD,Italy,Italy,API,Commission,Alice Brown,Government,False,-,2023-08-13 14:37:55.065004
C00003_T0015,C00003,2025-07-03,Investment,2723.05,USD,Cyprus,Poland,API,Crypto Settlement,John Smith,Government,True,-,2024-03-25 01:51:43.065010
C00003_T0016,C00003,2025-07-04,Transfer,709.52,USD,Denmark,Cyprus,API,Business Expense,John Smith,Individual,False,-,2025-05-21 00:42:12.065017
C00003_T0017,C00003,2025-07-05,Payment,1735.59,USD,France,Denmark,Online,Investment,Alice Brown,Unknown,False,-,2025-02-21 12:51:16.065027
C00003_T0018,C00003,2025-07-06,Withdrawal,4545.45,USD,Denmark,Poland,Mobile App,Salary,Alice Brown,Government,False,-,2024-09-22 20:47:00.065041
C00003_T0019,C00003,2025-07-07,Investment,7033.92,USD,United Kingdom,Norway,API,Business Expense,John Smith,Government,False,-,2023-12-07 09:37:01.065048
C00003_T0020,C00003,2025-07-08,Withdrawal,742.43,USD,Belgium,Netherlands,Branch,Loan,John Smith,Government,False,-,2025-05-26 20:32:44.065055
C00003_T0021,C00003,2025-07-09,Transfer,2129.85,USD,Luxembourg,Austria,API,Business Expense,Jane Doe,Business,False,-,2024-12-16 20:15:08.065062
C00003_T0022,C00003,2025-07-10,Payment,475.24,USD,Portugal,France,API,Investment,Alice Brown,Business,True,-,2024-09-02 00:38:53.065069
C00003_T0023,C00003,2025-07-11,Transfer,1886.83,USD,Lithuania,Iceland,Branch,Crypto Settlement,Alice Brown,Unknown,False,Large volume,2023-11-05 21:29:02.065075
C00003_T0024,C00003,2025-07-12,Deposit,259.3,USD,Belgium,Norway,API,Commission,Chris Lee,Individual,True,-,2025-05-05 03:36:05.065082
C00003_T0025,C00003,2025-07-13,Transfer,7805.37,USD,Portugal,Croatia,API,Investment,Jane Doe,Government,False,-,2023-09-08 10:03:37.065089
C00003_T0026,C00003,2025-07-14,Transfer,2790.49,USD,Germany,Norway,Branch,Crypto Settlement,Michael Johnson,Government,False,-,2024-05-03 03:22:43.065095
C00003_T0027,C00003,2025-07-15,Withdrawal,5287.45,USD,Belgium,Latvia,Online,Salary,Michael Johnson,Individual,False,-,2025-05-11 18:14:57.065102
C00003_T0028,C00003,2025-07-16,Transfer,17502.68,USD,Belgium,Finland,Branch,Salary,Michael Johnson,Individual,False,-,2024-03-18 17:13:17.065109
C00003_T0029,C00003,2025-07-17,Investment,553.85,USD,Luxembourg,Malta,Online,Business Expense,John Smith,Unknown,False,Large volume,2024-06-24 17:16:14.065116
C00003_T0030,C00003,2025-07-18,Withdrawal,3252.81,USD,Italy,Malta,Online,Investment,Michael Johnson,Individual,False,-,2024-11-23 22:21:43.065122
C00003_T0031,C00003,2025-07-19,Withdrawal,5986.57,USD,Latvia,Poland,Online,Salary,Chris Lee,Government,False,-,2024-08-25 03:58:48.065129
C00003_T0032,C00003,2025-07-20,Deposit,2355.58,USD,Switzerland,Cyprus,Branch,Loan,John Smith,Unknown,False,-,2024-11-15 15:13:34.065136
C00003_T0033,C00003,2025-07-21,Investment,2802.96,USD,Spain,Iceland,Branch,Loan,John Smith,Business,False,Large volume,2024-02-08 21:48:45.065143
C00003_T0034,C00003,2025-07-22,Transfer,1437.97,USD,Latvia,Slovenia,Online,Commission,Michael Johnson,Unknown,False,-,2024-05-22 19:34:04.065149
C00003_T0035,C00003,2025-07-23,Deposit,3084.09,USD,Czech Republic,Sweden,Branch,Business Expense,John Smith,Unknown,False,-,2024-06-28 00:35:50.065156
C00003_T0036,C00003,2025-07-24,Investment,1382.47,USD,Belgium,Croatia,Online,Salary,Jane Doe,Unknown,False,Large volume,2023-08-29 19:00:40.065163
C00003_T0037,C00003,2025-07-25,Deposit,1777.77,USD,United Kingdom,Latvia,Branch,Commission,Jane Doe,Individual,False,Large volume,2025-03-03 15:26:37.065170
C00003_T0038,C00003,2025-07-26,Payment,298.2,USD,Latvia,Portugal,Mobile App,Loan,Michael Johnson,Government,False,-,2024-01-21 08:15:23.065177
C00003_T0039,C00003,2025-07-27,Transfer,21.52,USD,Bulgaria,Malta,Branch,Commission,Chris Lee,Individual,False,-,2023-08-18 03:39:26.065183
C00004_T0001,C00004,2025-05-04,Withdrawal,1165.61,USD,Spain,Croatia,Branch,Business Expense,Alice Brown,Business,False,Large volume,2025-05-26 02:36:06.065190
