transaction_id,client_id,transaction_date,transaction_type,transaction_amount,currency,origin_country,destination_country,channel,purpose_code,counterparty_name,counterparty_type,is_flagged,flag_reason,created_at
C00001_T0030,C00001,2025-06-13,Deposit,674.45,USD,Luxembourg,Romania,Online,Loan,Michael Johnson,Individual,False,-,2025-07-27 16:13:18
C00001_T0031,C00001,2025-06-14,Deposit,569.77,USD,Estonia,Bulgaria,Branch,Investment,Alice Brown,Unknown,False,-,2025-07-27 16:13:18
C00001_T0032,C00001,2025-06-15,Withdrawal,835.2,USD,Austria,Cyprus,Mobile App,Commission,Chris Lee,Government,False,-,2025-07-27 16:13:18
C00001_T0033,C00001,2025-06-16,Payment,22.68,USD,Bulgaria,Malta,Online,Commission,John Smith,Business,False,Large volume,2025-07-27 16:13:18
C00001_T0034,C00001,2025-06-17,Withdrawal,4608.88,USD,Poland,Iceland,API,Commission,Jane Doe,Unknown,False,-,2025-07-27 16:13:18
C00001_T0035,C00001,2025-06-18,Transfer,814.49,USD,Netherlands,Netherlands,Mobile App,Salary,John Smith,Business,False,-,2025-07-27 16:13:18
C00001_T0036,C00001,2025-06-19,Investment,35.79,USD,Belgium,Iceland,Mobile App,Crypto Settlement,John Smith,Unknown,False,-,2025-07-27 16:13:18
C00001_T0037,C00001,2025-06-20,Withdrawal,890.58,USD,Estonia,Hungary,Branch,Crypto Settlement,John Smith,Unknown,False,-,2025-07-27 16:13:18
C00001_T0038,C00001,2025-06-21,Investment,574.0,USD,Bulgaria,Iceland,Mobile App,Loan,Alice Brown,Government,False,-,2025-07-27 16:13:18
C00001_T0039,C00001,2025-06-22,Investment,24.31,USD,Sweden,United Kingdom,Mobile App,Crypto Settlement,Alice Brown,Unknown,False,-,2025-07-27 16:13:18
C00001_T0040,C00001,2025-06-23,Withdrawal,2579.9,USD,Belgium,Italy,API,Business Expense,Alice Brown,Individual,False,-,2025-07-27 16:13:18
C00001_T0041,C00001,2025-06-24,Withdrawal,10.61,USD,Spain,Hungary,Branch,Investment,Michael Johnson,Unknown,False,-,2025-07-27 16:13:18
C00001_T0042,C00001,2025-06-25,Deposit,861.52,USD,Germany,Austria,Mobile App,Loan,Alice Brown,Unknown,False,-,2025-07-27 16:13:18
C00001_T0043,C00001,2025-06-26,Payment,3261.16,USD,Bulgaria,Belgium,Branch,Crypto Settlement,Michael Johnson,Unknown,False,-,2025-07-27 16:13:18
C00001_T0044,C00001,2025-06-27,Deposit,271.0,USD,Latvia,Lithuania,Mobile App,Investment,Jane Doe,Government,False,-,2025-07-27 16:13:18
C00001_T0045,C00001,2025-06-28,Payment,292.95,USD,Estonia,Denmark,API,Loan,Jane Doe,Business,False,Large volume,2025-07-27 16:13:18
C00001_T0046,C00001,2025-06-29,Withdrawal,0.42,USD,Finland,Portugal,Branch,Business Expense,Jane Doe,Business,True,-,2025-07-27 16:13:18
C00001_T0047,C00001,2025-06-30,Payment,68.58,USD,Norway,Greece,Branch,Investment,Jane Doe,Government,False,-,2025-07-27 16:13:18
C00001_T0048,C00001,2025-07-01,Transfer,45.88,USD,Italy,United Kingdom,API,Business Expense,Jane Doe,Individual,False,-,2025-07-27 16:13:18
C00001_T0049,C00001,2025-07-02,Deposit,1727.8,USD,Denmark,Austria,Online,Investment,Alice Brown,Individual,False,-,2025-07-27 16:13:18
C00001_T0050,C00001,2025-07-03,Deposit,1810.45,USD,Lithuania,Sweden,Mobile App,Salary,Chris Lee,Government,True,-,2025-07-27 16:13:18
C00001_T0051,C00001,2025-07-04,Deposit,1295.79,USD,Cyprus,Germany,Mobile App,Salary,Alice Brown,Business,False,-,2025-07-27 16:13:18
C00001_T0052,C00001,2025-07-05,Investment,434.55,USD,Portugal,Romania,Online,Investment,Chris Lee,Individual,False,-,2025-07-27 16:13:18
C00001_T0053,C00001,2025-07-06,Investment,1719.94,USD,Switzerland,Slovenia,Branch,Investment,Alice Brown,Government,False,-,2025-07-27 16:13:18
C00001_T0054,C00001,2025-07-07,Withdrawal,775.2,USD,Sweden,Latvia,Branch,Business Expense,Jane Doe,Business,False,-,2025-07-27 16:13:18
C00001_T0055,C00001,2025-07-08,Withdrawal,362.46,USD,Luxembourg,Denmark,API,Crypto Settlement,John Smith,Individual,False,-,2025-07-27 16:13:18
C00001_T0056,C00001,2025-07-09,Investment,574.35,USD,Luxembourg,Austria,API,Commission,Chris Lee,Individual,False,-,2025-07-27 16:13:18
C00001_T0057,C00001,2025-07-10,Deposit,67.96,USD,Italy,Norway,API,Investment,John Smith,Government,False,-,2025-07-27 16:13:18
C00001_T0058,C00001,2025-07-11,Investment,2895.64,USD,Estonia,Austria,Online,Loan,Jane Doe,Business,False,-,2025-07-27 16:13:18
C00001_T0059,C00001,2025-07-12,Payment,964.22,USD,Slovakia,Netherlands,Online,Loan,Chris Lee,Individual,False,-,2025-07-27 16:13:18
C00001_T0060,C00001,2025-07-13,Deposit,1312.5,USD,Italy,Portugal,Branch,Loan,John Smith,Government,False,-,2025-07-27 16:13:18
C00001_T0061,C00001,2025-07-14,Investment,1127.6,USD,Slovakia,Estonia,API,Salary,Alice Brown,Individual,False,-,2025-07-27 16:13:18
C00001_T0062,C00001,2025-07-15,Withdrawal,1100.68,USD,Iceland,Estonia,Branch,Crypto Settlement,Jane Doe,Business,False,-,2025-07-27 16:13:18
C00001_T0063,C00001,2025-07-16,Investment,17.39,USD,Denmark,Poland,Online,Business Expense,Alice Brown,Unknown,False,-,2025-07-27 16:13:18
C00001_T0064,C00001,2025-07-17,Transfer,744.42,USD,Croatia,Sweden,Mobile App,Crypto Settlement,Alice Brown,Individual,False,-,2025-07-27 16:13:18
C00001_T0065,C00001,2025-07-18,Investment,1722.49,USD,Croatia,Greece,Branch,Salary,Jane Doe,Business,False,-,2025-07-27 16:13:18
C00001_T0066,C00001,2025-07-19,Deposit,45.49,USD,Norway,France,Online,Crypto Settlement,Chris Lee,Individual,True,Large volume,2025-07-27 16:13:18
C00001_T0067,C00001,2025-07-20,Investment,3123.97,USD,Iceland,Cyprus,API,Crypto Settlement,Michael Johnson,Unknown,False,Large volume,2025-07-27 16:13:18
C00001_T0068,C00001,2025-07-21,Withdrawal,551.33,USD,Greece,Croatia,Mobile App,Loan,Michael Johnson,Unknown,False,-,2025-07-27 16:13:18
C00001_T0069,C00001,2025-07-22,Payment,341.97,USD,Iceland,Hungary,Mobile App,Investment,Jane Doe,Individual,False,Large volume,2025-07-27 16:13:18
C00001_T0070,C00001,2025-07-23,Transfer,758.09,USD,Iceland,Latvia,Mobile App,Loan,Michael Johnson,Government,False,-,2025-07-27 16:13:18
C00001_T0071,C00001,2025-07-24,Deposit,1613.79,USD,Ireland,Luxembourg,API,Crypto Settlement,John Smith,Individual,True,-,2025-07-27 16:13:18
C00001_T0072,C00001,2025-07-25,Withdrawal,643.2,USD,Spain,France,Mobile App,Investment,Chris Lee,Business,False,-,2025-07-27 16:13:18
C00001_T0073,C00001,2025-07-26,Transfer,1034.82,USD,Portugal,Czech Republic,Online,Business Expense,Alice Brown,Government,False,-,2025-07-27 16:13:18
C00001_T0074,C00001,2025-07-27,Investment,692.23,USD,Belgium,Bulgaria,Branch,Commission,Alice Brown,Business,True,-,2025-07-27 16:13:18
C00002_T0001,C00002,2025-06-03,Deposit,5300.49,USD,Norway,Slovenia,Online,Loan,Alice Brown,Individual,False,-,2025-07-27 16:13:18
C00002_T0002,C00002,2025-06-04,Transfer,22114.21,USD,Netherlands,Belgium,Branch,Crypto Settlement,Alice Brown,Unknown,False,-,2025-07-27 16:13:18
C00002_T0003,C00002,2025-06-05,Deposit,2233.98,USD,Netherlands,France,Online,Loan,Jane Doe,Government,False,Large volume,2025-07-27 16:13:18
C00002_T0004,C00002,2025-06-06,Withdrawal,2599.98,USD,Croatia,United Kingdom,API,Business Expense,Jane Doe,Unknown,False,-,2025-07-27 16:13:18
C00002_T0005,C00002,2025-06-07,Investment,20581.27,USD,Belgium,France,API,Business Expense,Michael Johnson,Unknown,False,-,2025-07-27 16:13:18
C00002_T0006,C00002,2025-06-08,Transfer,648.24,USD,Hungary,Ireland,Mobile App,Crypto Settlement,Michael Johnson,Business,False,-,2025-07-27 16:13:18
C00002_T0007,C00002,2025-06-09,Deposit,7635.65,USD,Portugal,Portugal,API,Investment,John Smith,Individual,False,-,2025-07-27 16:13:18
C00002_T0008,C00002,2025-06-10,Transfer,9295.07,USD,Germany,Latvia,API,Salary,John Smith,Unknown,False,-,2025-07-27 16:13:18
C00002_T0009,C00002,2025-06-11,Investment,5718.05,USD,Slovakia,Malta,Online,Commission,Jane Doe,Business,False,-,2025-07-27 16:13:18
C00002_T0010,C00002,2025-06-12,Withdrawal,9620.26,USD,Spain,Latvia,Mobile App,Commission,John Smith,Business,False,-,2025-07-27 16:13:18
C00002_T0011,C00002,2025-06-13,Payment,1539.77,USD,Croatia,Germany,API,Crypto Settlement,Chris Lee,Government,False,-,2025-07-27 16:13:18
C00002_T0012,C00002,2025-06-14,Payment,15546.18,USD,Estonia,Iceland,Mobile App,Commission,Alice Brown,Individual,False,-,2025-07-27 16:13:18
C00002_T0013,C00002,2025-06-15,Transfer,1224.75,USD,Denmark,Sweden,Mobile App,Loan,John Smith,Government,False,Large volume,2025-07-27 16:13:18
C00002_T0014,C00002,2025-06-16,Deposit,4158.32,USD,Denmark,Norway,Branch,Business Expense,John Smith,Government,False,-,2025-07-27 16:13:18
C00002_T0015,C00002,2025-06-17,Investment,635.22,USD,Lithuania,Cyprus,Branch,Business Expense,Michael Johnson,Unknown,False,-,2025-07-27 16:13:18
C00002_T0016,C00002,2025-06-18,Withdrawal,6397.02,USD,Ireland,Germany,Online,Crypto Settlement,Chris Lee,Government,False,-,2025-07-27 16:13:18
C00002_T0017,C00002,2025-06-19,Withdrawal,8994.82,USD,Cyprus,Sweden,API,Business Expense,John Smith,Unknown,False,-,2025-07-27 16:13:18
C00002_T0018,C00002,2025-06-20,Withdrawal,23008.69,USD,Iceland,Italy,Online,Salary,Alice Brown,Government,False,Large volume,2025-07-27 16:13:18
C00002_T0019,C00002,2025-06-21,Payment,10916.0,USD,Czech Republic,Greece,Online,Business Expense,John Smith,Business,False,-,2025-07-27 16:13:18
C00002_T0020,C00002,2025-06-22,Investment,6324.02,USD,Finland,Romania,Mobile App,Business Expense,Jane Doe,Individual,True,-,2025-07-27 16:13:18
C00002_T0021,C00002,2025-06-23,Payment,21899.5,USD,Ireland,Denmark,Mobile App,Loan,Chris Lee,Individual,True,-,2025-07-27 16:13:18
C00002_T0022,C00002,2025-06-24,Transfer,5284.77,USD,Estonia,Czech Republic,Mobile App,Investment,John Smith,Individual,False,-,2025-07-27 16:13:18
C00002_T0023,C00002,2025-06-25,Withdrawal,6687.7,USD,Spain,United Kingdom,Online,Commission,Chris Lee,Business,False,-,2025-07-27 16:13:18
C00002_T0024,C00002,2025-06-26,Investment,7360.43,USD,Switzerland,Switzerland,API,Loan,John Smith,Business,False,-,2025-07-27 16:13:18
C00002_T0025,C00002,2025-06-27,Withdrawal,4283.5,USD,Bulgaria,Switzerland,Online,Loan,Alice Brown,Government,False,-,2025-07-27 16:13:18
C00002_T0026,C00002,2025-06-28,Payment,14801.84,USD,Ireland,Slovakia,Online,Loan,Alice Brown,Government,True,-,2025-07-27 16:13:18
C00002_T0027,C00002,2025-06-29,Payment,1662.6,USD,Slovakia,Hungary,Online,Commission,Chris Lee,Government,False,-,2025-07-27 16:13:18
C00002_T0028,C00002,2025-06-30,Payment,6570.81,USD,Spain,Austria,Branch,Crypto Settlement,Michael Johnson,Government,False,-,2025-07-27 16:13:18
C00002_T0029,C00002,2025-07-01,Withdrawal,10400.04,USD,Spain,Estonia,Branch,Loan,Michael Johnson,Individual,False,-,2025-07-27 16:13:18
C00002_T0030,C00002,2025-07-02,Investment,19023.77,USD,Lithuania,Estonia,API,Investment,Jane Doe,Government,False,-,2025-07-27 16:13:18
C00002_T0031,C00002,2025-07-03,Investment,17483.65,USD,Croatia,Portugal,Branch,Crypto Settlement,Michael Johnson,Business,False,Large volume,2025-07-27 16:13:18
C00002_T0032,C00002,2025-07-04,Transfer,5770.74,USD,Belgium,Cyprus,Online,Business Expense,Chris Lee,Business,False,-,2025-07-27 16:13:18
C00002_T0033,C00002,2025-07-05,Withdrawal,8366.25,USD,Netherlands,Denmark,Branch,Investment,Michael Johnson,Business,False,Large volume,2025-07-27 16:13:18
C00002_T0034,C00002,2025-07-06,Transfer,4069.72,USD,Lithuania,Portugal,Branch,Crypto Settlement,Jane Doe,Unknown,False,-,2025-07-27 16:13:18
C00002_T0035,C00002,2025-07-07,Transfer,5126.62,USD,Slovenia,Austria,Online,Business Expense,John Smith,Unknown,False,-,2025-07-27 16:13:18
C00002_T0036,C00002,2025-07-08,Transfer,19219.7,USD,Austria,Luxembourg,API,Business Expense,Michael Johnson,Unknown,False,-,2025-07-27 16:13:18
C00002_T0037,C00002,2025-07-09,Transfer,21672.22,USD,Bulgaria,Latvia,Branch,Loan,Chris Lee,Government,False,-,2025-07-27 16:13:18
C00002_T0038,C00002,2025-07-10,Payment,18330.32,USD,Switzerland,Czech Republic,Online,Loan,Chris Lee,Individual,False,-,2025-07-27 16:13:18
C00002_T0039,C00002,2025-07-11,Transfer,1209.14,USD,Romania,Croatia,Online,Commission,Jane Doe,Individual,False,-,2025-07-27 16:13:18
C00002_T0040,C00002,2025-07-12,Investment,15406.99,USD,Spain,Greece,Online,Salary,Jane Doe,Government,False,-,2025-07-27 16:13:18
C00002_T0041,C00002,2025-07-13,Transfer,24060.48,USD,Estonia,Poland,Mobile App,Investment,Alice Brown,Government,False,-,2025-07-27 16:13:18
C00002_T0042,C00002,2025-07-14,Payment,3639.21,USD,Czech Republic,Netherlands,Online,Commission,Alice Brown,Unknown,True,-,2025-07-27 16:13:18
C00002_T0043,C00002,2025-07-15,Deposit,5936.13,USD,Iceland,Slovakia,Branch,Commission,Alice Brown,Business,False,-,2025-07-27 16:13:18
C00002_T0044,C00002,2025-07-16,Deposit,12259.67,USD,Italy,Belgium,Branch,Investment,John Smith,Business,True,-,2025-07-27 16:13:18
C00002_T0045,C00002,2025-07-17,Deposit,6703.86,USD,Italy,Hungary,Online,Crypto Settlement,Chris Lee,Unknown,False,-,2025-07-27 16:13:18
C00002_T0046,C00002,2025-07-18,Withdrawal,40865.62,USD,Denmark,Sweden,Mobile App,Investment,Alice Brown,Unknown,False,-,2025-07-27 16:13:18
C00002_T0047,C00002,2025-07-19,Investment,4938.53,USD,Spain,Netherlands,Mobile App,Business Expense,Chris Lee,Individual,False,Large volume,2025-07-27 16:13:18
C00002_T0048,C00002,2025-07-20,Payment,10161.26,USD,Hungary,Finland,Mobile App,Salary,Jane Doe,Unknown,False,Large volume,2025-07-27 16:13:18
C00002_T0049,C00002,2025-07-21,Deposit,12771.47,USD,Sweden,Romania,Branch,Crypto Settlement,John Smith,Business,False,-,2025-07-27 16:13:18
C00002_T0050,C00002,2025-07-22,Payment,5532.33,USD,Belgium,Lithuania,Mobile App,Loan,Jane Doe,Business,False,-,2025-07-27 16:13:18
C00002_T0051,C00002,2025-07-23,Payment,15789.53,USD,Czech Republic,Malta,API,Salary,Chris Lee,Government,False,-,2025-07-27 16:13:18
C00002_T0052,C00002,2025-07-24,Withdrawal,6413.89,USD,Hungary,Belgium,API,Salary,Alice Brown,Individual,False,-,2025-07-27 16:13:18
C00002_T0053,C00002,2025-07-25,Deposit,4306.52,USD,Austria,Malta,Mobile App,Loan,Jane Doe,Government,False,-,2025-07-27 16:13:18
C00002_T0054,C00002,2025-07-26,Transfer,926.29,USD,Hungary,Belgium,API,Salary,Michael Johnson,Individual,False,Large volume,2025-07-27 16:13:18
C00002_T0055,C00002,2025-07-27,Payment,4058.68,USD,Finland,Norway,Online,Crypto Settlement,John Smith,Government,False,-,2025-07-27 16:13:18
C00003_T0001,C00003,2025-06-19,Investment,624.74,USD,Switzerland,Croatia,Online,Salary,Alice Brown,Individual,False,-,2025-07-27 16:13:18
C00003_T0002,C00003,2025-06-20,Investment,2227.34,USD,Slovakia,Netherlands,Online,Business Expense,John Smith,Unknown,True,Large volume,2025-07-27 16:13:18
C00003_T0003,C00003,2025-06-21,Transfer,678.38,USD,Slovakia,Slovenia,Mobile App,Loan,John Smith,Government,False,Large volume,2025-07-27 16:13:18
C00003_T0004,C00003,2025-06-22,Deposit,633.46,USD,Ireland,Austria,Online,Loan,John Smith,Government,True,Large volume,2025-07-27 16:13:18
C00003_T0005,C00003,2025-06-23,Payment,2166.64,USD,France,Belgium,Online,Loan,Chris Lee,Business,False,-,2025-07-27 16:13:18
C00003_T0006,C00003,2025-06-24,Withdrawal,1361.95,USD,Iceland,Poland,Mobile App,Business Expense,Alice Brown,Individual,False,-,2025-07-27 16:13:18
C00003_T0007,C00003,2025-06-25,Deposit,2336.57,USD,Poland,Croatia,Branch,Loan,Alice Brown,Government,False,Large volume,2025-07-27 16:13:18
C00003_T0008,C00003,2025-06-26,Investment,15795.58,USD,United Kingdom,Iceland,Online,Loan,Chris Lee,Unknown,False,-,2025-07-27 16:13:18
C00003_T0009,C00003,2025-06-27,Deposit,5379.41,USD,Portugal,Ireland,Online,Investment,Jane Doe,Government,False,Large volume,2025-07-27 16:13:18
C00003_T0010,C00003,2025-06-28,Payment,21.14,USD,Slovakia,Hungary,API,Crypto Settlement,Michael Johnson,Individual,False,-,2025-07-27 16:13:18
C00003_T0011,C00003,2025-06-29,Investment,142.45,USD,Lithuania,Croatia,Branch,Investment,Jane Doe,Unknown,False,-,2025-07-27 16:13:18
C00003_T0012,C00003,2025-06-30,Transfer,2586.05,USD,Norway,Lithuania,Online,Salary,Chris Lee,Individual,False,-,2025-07-27 16:13:18
C00003_T0013,C00003,2025-07-01,Withdrawal,2702.4,USD,Poland,Finland,Mobile App,Salary,Alice Brown,Government,False,-,2025-07-27 16:13:18
C00003_T0014,C00003,2025-07-02,Withdrawal,5780.78,USD,Italy,Italy,API,Commission,Alice Brown,Government,False,-,2025-07-27 16:13:18
C00003_T0015,C00003,2025-07-03,Investment,2723.05,USD,Cyprus,Poland,API,Crypto Settlement,John Smith,Government,True,-,2025-07-27 16:13:18
C00003_T0016,C00003,2025-07-04,Transfer,709.52,USD,Denmark,Cyprus,API,Business Expense,John Smith,Individual,False,-,2025-07-27 16:13:18
C00003_T0017,C00003,2025-07-05,Payment,1735.59,USD,France,Denmark,Online,Investment,Alice Brown,Unknown,False,-,2025-07-27 16:13:18
C00003_T0018,C00003,2025-07-06,Withdrawal,4545.45,USD,Denmark,Poland,Mobile App,Salary,Alice Brown,Government,False,-,2025-07-27 16:13:18
C00003_T0019,C00003,2025-07-07,Investment,7033.92,USD,United Kingdom,Norway,API,Business Expense,John Smith,Government,False,-,2025-07-27 16:13:18
C00003_T0020,C00003,2025-07-08,Withdrawal,742.43,USD,Belgium,Netherlands,Branch,Loan,John Smith,Government,False,-,2025-07-27 16:13:18
C00003_T0021,C00003,2025-07-09,Transfer,2129.85,USD,Luxembourg,Austria,API,Business Expense,Jane Doe,Business,False,-,2025-07-27 16:13:18
C00003_T0022,C00003,2025-07-10,Payment,475.24,USD,Portugal,France,API,Investment,Alice Brown,Business,True,-,2025-07-27 16:13:18
C00003_T0023,C00003,2025-07-11,Transfer,1886.83,USD,Lithuania,Iceland,Branch,Crypto Settlement,Alice Brown,Unknown,False,Large volume,2025-07-27 16:13:18
C00003_T0024,C00003,2025-07-12,Deposit,259.3,USD,Belgium,Norway,API,Commission,Chris Lee,Individual,True,-,2025-07-27 16:13:18
C00003_T0025,C00003,2025-07-13,Transfer,7805.37,USD,Portugal,Croatia,API,Investment,Jane Doe,Government,False,-,2025-07-27 16:13:18
C00003_T0026,C00003,2025-07-14,Transfer,2790.49,USD,Germany,Norway,Branch,Crypto Settlement,Michael Johnson,Government,False,-,2025-07-27 16:13:18
C00003_T0027,C00003,2025-07-15,Withdrawal,5287.45,USD,Belgium,Latvia,Online,Salary,Michael Johnson,Individual,False,-,2025-07-27 16:13:18
C00003_T0028,C00003,2025-07-16,Transfer,17502.68,USD,Belgium,Finland,Branch,Salary,Michael Johnson,Individual,False,-,2025-07-27 16:13:18
C00003_T0029,C00003,2025-07-17,Investment,553.85,USD,Luxembourg,Malta,Online,Business Expense,John Smith,Unknown,False,Large volume,2025-07-27 16:13:18
C00003_T0030,C00003,2025-07-18,Withdrawal,3252.81,USD,Italy,Malta,Online,Investment,Michael Johnson,Individual,False,-,2025-07-27 16:13:18
C00003_T0031,C00003,2025-07-19,Withdrawal,5986.57,USD,Latvia,Poland,Online,Salary,Chris Lee,Government,False,-,2025-07-27 16:13:18
C00003_T0032,C00003,2025-07-20,Deposit,2355.58,USD,Switzerland,Cyprus,Branch,Loan,John Smith,Unknown,False,-,2025-07-27 16:13:18
C00003_T0033,C00003,2025-07-21,Investment,2802.96,USD,Spain,Iceland,Branch,Loan,John Smith,Business,False,Large volume,2025-07-27 16:13:18
C00003_T0034,C00003,2025-07-22,Transfer,1437.97,USD,Latvia,Slovenia,Online,Commission,Michael Johnson,Unknown,False,-,2025-07-27 16:13:18
C00003_T0035,C00003,2025-07-23,Deposit,3084.09,USD,Czech Republic,Sweden,Branch,Business Expense,John Smith,Unknown,False,-,2025-07-27 16:13:18
C00003_T0036,C00003,2025-07-24,Investment,1382.47,USD,Belgium,Croatia,Online,Salary,Jane Doe,Unknown,False,Large volume,2025-07-27 16:13:18
C00003_T0037,C00003,2025-07-25,Deposit,1777.77,USD,United Kingdom,Latvia,Branch,Commission,Jane Doe,Individual,False,Large volume,2025-07-27 16:13:18
C00003_T0038,C00003,2025-07-26,Payment,298.2,USD,Latvia,Portugal,Mobile App,Loan,Michael Johnson,Government,False,-,2025-07-27 16:13:18
C00003_T0039,C00003,2025-07-27,Transfer,21.52,USD,Bulgaria,Malta,Branch,Commission,Chris Lee,Individual,False,-,2025-07-27 16:13:18
C00004_T0001,C00004,2025-05-04,Withdrawal,1165.61,USD,Spain,Croatia,Branch,Business Expense,Alice Brown,Business,False,Large volume,2025-07-27 16:13:18
C00004_T0002,C00004,2025-05-05,Deposit,2422.06,USD,Czech Republic,France,API,Crypto Settlement,Chris Lee,Business,False,Large volume,2025-07-27 16:13:18
C00004_T0003,C00004,2025-05-06,Withdrawal,9560.49,USD,Bulgaria,Croatia,Online,Business Expense,Chris Lee,Business,False,-,2025-07-27 16:13:18
C00004_T0004,C00004,2025-05-07,Deposit,569.16,USD,Malta,Slovakia,Online,Crypto Settlement,Chris Lee,Unknown,True,-,2025-07-27 16:13:18
C00004_T0005,C00004,2025-05-08,Withdrawal,1909.29,USD,Bulgaria,Croatia,API,Crypto Settlement,John Smith,Unknown,False,-,2025-07-27 16:13:18
C00004_T0006,C00004,2025-05-09,Investment,8507.68,USD,Norway,Italy,API,Investment,Michael Johnson,Individual,False,-,2025-07-27 16:13:18
C00004_T0007,C00004,2025-05-10,Withdrawal,1505.97,USD,Spain,Denmark,Mobile App,Investment,Alice Brown,Government,False,-,2025-07-27 16:13:18
